Year,Scientific Name,English Name,Element Code,Global Status,Global Status Review Date,Prov Status,Prov Status Review Date,Prov Status Change Date,BC List,Identified Wildlife,Land Use Objectives,Biogeoclimatic Units,Ecosection,Forest District,MOE Region,Regional Dist,Municipality,Ecosystem Group,Endemic,CF Action Groups,CF Highest Priority,CF Priority Goal 1,CF Priority Goal 2,CF Priority Goal 3,CDC Maps,Mapping Status
2013,Pseudotsuga menziesii / Symphoricarpos occidentalis / Pseudoroegneria spicata,Douglas-fir / western snowberry / bluebunch wheatgrass,CEBC000070,GNR,NA,S2,31/10/2004,15/06/2000,Red,NA,NA,IDFxw/03,CAB;FRB;PAR;TRU,DCC;DCS;DKA;DMH,3;5,SLRD;TNRD,Clinton,Terrestrial - Forest: Coniferous - dry,NA,Classification,Not Assessed,Not Assessed,Not Assessed,Not Assessed,N,NA
2013,Pseudotsuga menziesii - Thuja plicata / Corylus cornuta,Douglas-fir - western redcedar / beaked hazelnut,C1A9BPMCC1,GNR,NA,S3,06/07/2004,06/07/2004,Blue,NA,NA,IDFww/01,CCR;EPR;HOR;LPR;NPR;WCR,DCH;DCK;DCS;DNI;DSQ,2;3;5;8,SLRD;TNRD;CBRD;MWRD;CCRD;FVRD,Pemberton,Terrestrial - Forest: Coniferous - mesic,NA,Inventory; Review Use,2,3,2,3,Y,NA
2013,Pseudotsuga menziesii - Thuja plicata / Dicranum polysetum,Douglas-fir - western redcedar / wavy-leaved moss,C1A9BPMDP1,GNR,NA,S2?,31/10/2004,15/06/2000,Red,NA,NA,ICHmk3/02,BOV;CAM;CAP;QUH,DCC;DHW;DMH;DQU,3;5,CBRD,NA,Terrestrial - Forest: Coniferous - dry,NA,Monitor Trend,1,1,6,2,N,NA
2013,Pseudotsuga menziesii - Thuja plicata / Paxistima myrsinites,Douglas-fir - western redcedar / falsebox,CEBC000239,GNR,NA,S4,31/03/2001,12/03/1993,Yellow,NA,NA,ICHmw2/03;IDFmw1/01;IDFmw2/01,CAP;CCM;NKM;NOB;NOH;NSH;NTU;QUH;SCM;SFH;SHB;SPM;SRH;THB;TRU;WOU,DAB;DCO;DHW;DKA;DKL;DMH;DOS,3;4;5;8,CKRD;TNRD;CORD;NORD;CSRD;CBRD;KBRD,Spallumcheen;Chase;Enderby;Nakusp;Silverton;Clearwater;Sun Peaks Mountain Resort;Salmon Arm;Trail;Lake Country;Sicamous;Coldstream;Rossland,Terrestrial - Forest: Coniferous - dry;Terrestrial - Forest: Coniferous - mesic,NA,Plan; Review Use,2,3,2,4,N,NA
2013,Pseudotsuga menziesii - Tsuga heterophylla / Gaultheria shallon Dry Maritime,Douglas-fir - western hemlock / salal Dry Maritime,C1A9CTHGS1,G3G4,NA,S2S3,24/04/2013,15/06/1992,Blue,NA,Central and North Coast LUO;South Central Coast LUO,CWHdm/03;CWHxm1/03;CWHxm2/03,CPR;EPR;FRL;GEL;LIM;NAL;NIM;NWC;OUF;SGI;SOG;SPR;WIM,DCK;DCR;DNI;DSC;DSI;DSQ,1;2,MVRD;CRD;CVRD;RDN;ACRD;CXRD;STRD;PWRD;SCRD;SLRD;MWRD;FVRD,Delta;Lake Cowichan;Sayward;Harrison Hot Springs;Anmore;Port Moody;Cumberland;Langford;Richmond;Kent;Lions Bay;Gibsons;Mission;Sooke;Bowen Island;Langley (City);Lantzville;Pitt Meadows;Port Coquitlam;Chilliwack;Langley (District);Abbotsford;Surrey;Comox;Squamish;Metchosin;Vancouver;Campbell River;Courtenay;Powell River;Sechelt;North Vancouver (District);North Vancouver (City);Burnaby;North Cowichan;Port Alberni;New Westminster;Ladysmith;Nanaimo;Coquitlam;West Vancouver;Maple Ridge;Belcarra;Gold River,Terrestrial - Forest: Coniferous - dry,NA,Eco Protect; Inventory; Plan; Private Land,2,4,6,2,Y,NA
2013,Pseudotsuga menziesii - Tsuga heterophylla / Gaultheria shallon Moist Maritime,Douglas-fir - western hemlock / salal Moist Maritime,C2A2BTHGS1,GNR,NA,S2S3,14/02/2011,14/02/2011,Blue,NA,Central and North Coast LUO;South Central Coast LUO,CWHmm1/02;CWHmm2/02,LIM;NAL;NIM;OUF;WIM,DCR;DSC;DSI,1,CRD;CVRD;RDN;ACRD;CXRD;STRD,Cumberland,Terrestrial - Forest: Coniferous - dry,NA,Classification,Not Assessed,Not Assessed,Not Assessed,Not Assessed,N,NA
2013,Pseudotsuga menziesii - Tsuga heterophylla / Paxistima myrsinites,Douglas-fir - western hemlock / falsebox,C1A9CPMTH1,GNR,NA,S3,08/07/2004,15/06/2000,Blue,NA,Central and North Coast LUO;South Central Coast LUO,CWHds1/03;CWHds2/03;CWHms1/03;CWHms2/03,CCR;CPR;EPR;FRL;HOR;KIM;KIR;LPR;NCF;NEU;NPR;NWC;SPR;WCR,DCH;DCK;DCS;DNI;DSC;DSQ,1;2;3;5;8,CXRD;STRD;PWRD;SLRD;TNRD;CBRD;MWRD;CCRD;FVRD,Hope;Pemberton;Whistler;Kent;Chilliwack;Squamish,Terrestrial - Forest: Coniferous - dry,NA,Eco Protect; Inventory; Plan,2,3,2,3,Y,NA
2013,Puccinellia nuttalliana - Hordeum jubatum,Nuttall's alkaligrass - foxtail barley,CEBC001031,G3?,NA,S2,03/07/2004,03/07/2004,Red,NA,NA,BGxw2/Gs02;IDFdk1/Gs02;IDFdk2/Gs02;IDFdk3/Gs02;IDFdk4/Gs02;IDFdm1/Gs02;IDFdm2/Gs02;IDFdw/Gs02;IDFxh1/Gs02;IDFxh1a/Gs02;IDFxm/Gs02;MSdc1/Gs02;MSdc2/Gs02;MSdk/Gs02;MSdm1/Gs02;MSdm2/Gs02;MSdv/Gs02;MSxv/Gs02;PPxh1a/Gs02;SBPSdc/Gs02;SBPSxc/Gs02,BBT;CAB;CAP;CCR;CHP;COC;CPK;CPR;EKT;ELV;EPM;FLV;FRB;GUU;HOR;LPR;MCR;NAU;NIB;NOB;NOH;NTU;OKR;PAR;SCR;SFH;SHB;SOB;SOH;SPK;SPM;SRH;THB;TRU;UCV;WCR;WCU;WOU,DAB;DCC;DCH;DCK;DCO;DCS;DKA;DMH;DNI;DOS;DPG;DQU;DRM;DVA,3;4;5;6;7;8,EKRD;SLRD;TNRD;CORD;NORD;CSRD;CBRD;CCRD;KBRD;BNRD;OSRD;FVRD,Cranbrook;Spallumcheen;Invermere;Radium Hot Springs;100 Mile House;Greenwood;Clinton;Armstrong;Lumby;Elkford;Penticton;Barriere;Canal Flats;West Kelowna;Sun Peaks Mountain Resort;Kelowna;Kimberley;Princeton;Golden;Vernon;Summerland;Lake Country;Midway;Coldstream;Williams Lake;Keremeos;Peachland;Sparwood;Logan Lake,Terrestrial - Grassland: Alkali Meadow (Ga),NA,Eco Protect; Eco Restore; Inventory; Plan; Private Land; Review Use; Status Rpt,2,3,6,2,Y,NA
2013,Purshia tridentata / Hesperostipa comata,antelope-brush / needle-and-thread grass,C3B4APTSC1,G2,NA,S1,17/09/2012,21/06/2002,Red,Y (Jun 2006),NA,BGxh1/02;IDFxh1;PPxh1;PPxh1a,NOB;OKR;SOB,DOS,8,OSRD,Osoyoos;Penticton;Oliver;Keremeos,Terrestrial - Grassland: Grassland Shrub Steppe (Gs),NA,Eco Protect; Eco Restore; Inventory; Monitor Trend; Plan; Private Land; Review Use; Status Rpt,1,2,6,1,Y,Mapping all EOs for this community in 2010/2011.
2013,Purshia tridentata / Pseudoroegneria spicata,antelope-brush / bluebunch wheatgrass,CEBC000398,G3,NA,S2,31/10/2004,15/06/2000,Red,Y (Jun 2006),NA,IDFdm2/02;PPdh2/00,EKT;ELV;EPM;FLV;MCR;SPK;SPM;UCV,DRM,4,EKRD,Cranbrook;Invermere;Radium Hot Springs;Canal Flats;Kimberley,Terrestrial - Grassland: Grassland Shrub Steppe (Gs),NA,Eco Protect; Eco Restore; Inventory; Monitor Trend; Plan; Private Land; Review Use; Status Rpt,2,3,6,2,N,NA
2013,Quercus garryana - Acer macrophyllum - Prunus spp.,Garry oak - bigleaf maple - cherries,CEBC000861,G1,NA,S1,31/10/2004,27/04/1993,Red,NA,NA,CWHds1/00,EPR,DCK,2,FVRD,NA,Terrestrial - Forest: Broadleaf - mesic,Y,Classification,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Y,NA
2013,Quercus garryana - Arbutus menziesii,Garry oak - arbutus,C2B2AQGAM1,G1,NA,S1,31/10/2004,15/06/2000,Red,NA,NA,CDFmm/00,NAL;SGI,DSI,1,CRD;CVRD;RDN,Delta;Victoria;Highlands;Langford;Central Saanich;Oak Bay;View Royal;Colwood;North Saanich;Sidney;Metchosin;Esquimalt;North Cowichan;Saanich;Ladysmith;Nanaimo;Duncan,Terrestrial - Forest: Broadleaf - dry,Y,Eco Protect; Eco Restore; Plan; Private Land; Status Rpt,2,3,6,2,Y,NA
2013,Quercus garryana / Bromus carinatus,Garry oak / California brome,C1B3AQGBS1,G1,NA,S1,31/10/2004,03/07/1992,Red,NA,NA,CDFmm/00,NAL;SGI,DSI,1,CRD;CVRD;RDN;CXRD,Victoria;Highlands;Langford;Central Saanich;Lantzville;Oak Bay;Qualicum Beach;View Royal;Colwood;North Saanich;Sidney;Metchosin;Parksville;Esquimalt;North Cowichan;Saanich;Ladysmith;Nanaimo;Duncan,Terrestrial - Forest: Broadleaf - dry,Y,Eco Protect; Eco Restore; Plan; Private Land; Status Rpt,2,3,6,2,Y,NA
2013,Quercus garryana / Holodiscus discolor,Garry oak / oceanspray,C1B3AQGHD1,G1,NA,S1,31/10/2004,15/06/2000,Red,NA,NA,CDFmm/00,NAL;SGI,DSI,1,CRD;CVRD;RDN;CXRD,Victoria;Highlands;Langford;Central Saanich;Lantzville;Oak Bay;Qualicum Beach;View Royal;Colwood;North Saanich;Sidney;Metchosin;Parksville;Esquimalt;North Cowichan;Saanich;Ladysmith;Nanaimo;Duncan,Terrestrial - Forest: Broadleaf - dry,Y,Eco Protect; Eco Restore; Plan; Private Land; Status Rpt,2,3,6,2,Y,NA
2013,Rhododendron groenlandicum / Kalmia microphylla / Sphagnum spp.,Labrador tea / western bog-laurel / peat-mosses,CEBC003037,G4,NA,S3,14/07/2004,14/07/2004,Blue,NA,NA,CDFmm/Wb50;CWHdm/Wb50;CWHvm1/Wb50;CWHxm1/Wb50;CWHxm2/Wb50,CPR;EPR;FRL;GEL;HEL;JDF;JOS;KIR;LIM;NAL;NCF;NIM;NPR;NWC;NWL;OUF;QCT;SGI;SOG;SPR;WIM,DCK;DCR;DKM;DNC;DNI;DSC;DSI;DSQ,1;2;5;6,MVRD;CRD;CVRD;RDN;ACRD;CXRD;STRD;PWRD;SCRD;SLRD;MWRD;CCRD;SQCRD;KSRD;FVRD,Delta;Lake Cowichan;Sayward;Harrison Hot Springs;Anmore;Port Moody;Highlands;Cumberland;Langford;Richmond;Port Hardy;Alert Bay;Port McNeill;Port Alice;Kent;Zeballos;Tahsis;Lions Bay;Gibsons;Mission;Sooke;Bowen Island;Central Saanich;Langley (City);Lantzville;Pitt Meadows;Port Coquitlam;Chilliwack;Oak Bay;Qualicum Beach;Langley (District);Abbotsford;Surrey;White Rock;Comox;Colwood;Squamish;North Saanich;Sidney;Metchosin;Vancouver;Parksville;Campbell River;Courtenay;Powell River;Sechelt;North Vancouver (District);Burnaby;Esquimalt;North Cowichan;Port Alberni;New Westminster;Saanich;Ladysmith;Nanaimo;Duncan;Coquitlam;West Vancouver;Maple Ridge;Belcarra;Gold River,Wetland - Peatland: Wetland Bog (Wb),NA,Monitor Trend,4,4,4,4,Y,NA
2013,Rhododendron groenlandicum / Sphagnum spp.,Labrador tea / peat-mosses,CEBC001027,G3,NA,S3,24/06/2004,31/07/2002,Blue,NA,NA,SBPSxc/W9,CAB;CCR;CHP;WCR;WCU,DCC;DCH;DQU,5,TNRD;CBRD;CCRD,NA,Wetland - Peatland: Wetland Bog (Wb),Y,Classification,Not Assessed,Not Assessed,Not Assessed,Not Assessed,N,NA
2013,Rhododendron macrophyllum / Gaultheria ovatifolia / Cladonia spp.,Pacific rhododendron / western tea-berry / clad lichens,CEBC000865,G1,NA,S1,31/10/2004,17/11/1993,Red,NA,NA,IDFww/00,HOR,DCK,2,FVRD,NA,Terrestrial - Grassland: Grassland Brushland (Gb),Y,Monitor Trend,1,1,6,2,Y,NA
2013,Rosa woodsii / Festuca idahoensis,prairie rose / Idaho fescue,C5B2BRWFI1,GNR,NA,S2,31/10/2004,15/06/2000,Red,NA,NA,IDFxh1a/97,NOB;OKR;PAR;SHB;SOB;THB,DCS;DKA;DOS,3;8,TNRD;CORD;NORD;CSRD;OSRD,Spallumcheen;Kelowna;Vernon;Lake Country;Coldstream,Terrestrial - Grassland: Grassland Brushland (Gb),NA,Eco Protect; Eco Restore; Plan; Private Land; Review Use; Status Rpt,1,1,6,2,N,NA
2013,Ruppia maritima Herbaceous Vegetation,beaked ditch-grass Herbaceous Vegetation,CEBC003042,GNR,NA,S2,24/05/2013,14/07/2004,Red,NA,Haida Gwaii LUO,CDFmm/Em01;CWH/Em01,CPR;FRL;GEL;HEL;KIR;LIM;NAL;NCF;NIM;NPR;NWL;OUF;QCL;QCR;QCT;SBR;SGI;SKP;SOG;SPR;WIM,DCK;DCR;DKM;DNC;DNI;DQC;DSC;DSI;DSQ,1;2;5;6,MVRD;CRD;CVRD;RDN;ACRD;CXRD;STRD;PWRD;SCRD;SLRD;MWRD;CCRD;SQCRD;KSRD,Delta;Victoria;Highlands;Langford;Richmond;Central Saanich;Lantzville;Oak Bay;Qualicum Beach;Langley (District);Surrey;White Rock;View Royal;Colwood;North Saanich;Sidney;Metchosin;Vancouver;Parksville;Powell River;Sechelt;Esquimalt;North Cowichan;Saanich;Ladysmith;Nanaimo;Duncan,Estuarine: Estuary Marsh (Em),NA,Monitor Trend; Plan; Status Rpt,2,2,6,3,N,NA
2013,Salix arctica Dwarf Shrubland,arctic willow Dwarf Shrubland,CEBC002074,GNR,NA,SNR,NA,NA,No Status,NA,NA,BAFA;ESSF;SBSwk2;SWBmk,BAU;CAR;EMR;ESM;HAF;HAP;HYP;KEM;KRT;LIP;MAP;MCP;MIR;MUF;MUU;NEL;NHR;NOM;NSM;PAT;PEF;PEL;RAP;SBP;SCU;SHR;SIU;SOM;STP;TEB;TEP;TUR;WMR,DFN;DJA;DMK;DPC;DSS;UNK,2;3;4;5;6;7;8;9,EKRD;CXRD;STRD;CKRD;SLRD;TNRD;CORD;NORD;CSRD;CBRD;MWRD;CCRD;KSRD;KBRD;BNRD;FFRD;PRRD;SKRD;NRRD;OSRD;FVRD,Stewart;Northern Rockies;Chetwynd;Mackenzie;Hudsons Hope;Tumbler Ridge,Terrestrial - Subalpine (shrub): Subalpine Shrub Carr (Sc),Y,No New Actn,4,4,4,5,N,NA
2013,Salix barclayi / Carex aquatilis / Aulacomnium palustre,Barclay's willow / water sedge / glow moss,CEBC003066,GNR,NA,S3S4,31/03/2011,31/03/2011,Yellow,NA,NA,ESSFdc3/Wf04;ESSFmc/Wf04;ESSFmw/Wf04;ESSFwc2/Wf04;ESSFwc3/Wf04;ESSFwv/Wf04;ESSFxc/Wf04;MSdc1/Wf04;MSdc1d/Wf04;MSdm2/Wf04;MSdm3/Wf04;MSdm3w/Wf04;MSmw2/Wf04;MSxk/Wf04;SBSvk/Wf04;SBSwk1/Wf04,BAU;BBT;BOV;BUB;BUR;CAM;CAP;CBR;CCR;CPK;CRU;EPR;ESM;FRR;GUU;HAF;HOR;KIM;LPR;MAP;MCP;MEM;MIR;NAB;NAM;NAU;NBR;NEL;NEU;NHR;NIB;NKM;NOB;NOH;NOM;NPK;NPR;NSH;NSM;NTU;OKR;PAR;PAT;PEF;QUH;QUL;SBP;SBR;SCR;SHB;SHR;SRH;SSM;STH;TAG;TEP;THH;TRU;UFT;WCR;WMR;WOU,DCC;DCH;DCK;DCO;DCS;DHW;DJA;DKA;DKM;DMH;DMK;DNC;DND;DNI;DOS;DPC;DPG;DQU;DSC;DSQ;DSS,2;3;4;5;6;7;8;9,CXRD;STRD;SLRD;TNRD;CORD;NORD;CSRD;CBRD;MWRD;CCRD;KSRD;BNRD;FFRD;PRRD;SKRD;OSRD;FVRD,Stewart;Spallumcheen;Whistler;Mackenzie;Wells;West Kelowna;Sun Peaks Mountain Resort;Logan Lake,Wetland - Peatland: Wetland Fen (Wf),NA,No New Actn,4,4,4,5,N,NA
2013,Salix barclayi / Carex spp.,Barclay's willow / sedges,CEBC002054,GNR,NA,SNR,NA,NA,No Status,NA,NA,BAFA;ESSFdk;ESSFdv;ESSFwm;IMA,BBT;CCM;COC;CPK;ELV;EPM;FLV;LPR;MCR;NKM;SCM;SCR;SPK;SPM;UCV,DAB;DCO;DCS;DKL;DRM;DSQ;UNK,1;2;3;4;5;6;7;8;9,EKRD;CXRD;STRD;CKRD;SLRD;TNRD;NORD;CSRD;CBRD;MWRD;CCRD;KSRD;KBRD;BNRD;FFRD;PRRD;SKRD;NRRD;OSRD;FVRD,Stewart;Northern Rockies;Elkford;Kimberley;Tumbler Ridge;Sparwood,Terrestrial - Subalpine (shrub): Subalpine Shrub Seepage (Ss),Y,No New Actn,Not Assessed,Not Assessed,Not Assessed,Not Assessed,N,NA
2013,Salix barclayi / Senecio triangularis,Barclay's willow / arrow-leaved groundsel,CEBC003044,G4,NA,S4,14/07/2004,14/07/2004,Yellow,NA,NA,ESSFdc2/Sc03;ESSFxc/Sc03,CAP;CCR;GUU;HOR;NIB;NOH;NSH;NTU;OKR;PAR;SCR;SHB;TRU;WOU,DCC;DCK;DCS;DHW;DKA;DMH;DOS,3;5;8,SLRD;TNRD;CORD;NORD;CSRD;CBRD;OSRD;FVRD,Logan Lake,Terrestrial - Subalpine (shrub): Subalpine Shrub Carr (Sc),Y,No New Actn,4,4,4,5,N,NA
2013,Salix barrattiana - Salix barclayi,Barratt's willow - Barclay's willow,CEBC002055,GNR,NA,SNR,NA,NA,No Status,NA,NA,BAFA;ESSFdk;ESSFdv;ESSFwm;IMA,BBT;CCM;COC;CPK;ELV;EPM;FLV;LPR;MCR;NKM;SCM;SCR;SPK;SPM;UCV,DAB;DCO;DCS;DKL;DRM;DSQ;UNK,1;2;3;4;5;6;7;8;9,EKRD;CXRD;STRD;CKRD;SLRD;TNRD;NORD;CSRD;CBRD;MWRD;CCRD;KSRD;KBRD;BNRD;FFRD;PRRD;SKRD;NRRD;OSRD;FVRD,Stewart;Northern Rockies;Elkford;Kimberley;Tumbler Ridge;Sparwood,Terrestrial - Alpine: Alpine,Y,No New Actn,Not Assessed,Not Assessed,Not Assessed,Not Assessed,N,NA
2013,Salix barrattiana Dwarf Shrubland,Barratt's willow Dwarf Shrubland,CEBC002056,GNR,NA,SNR,NA,NA,No Status,NA,NA,BAFA;ESSFdk;ESSFdkp;ESSFwc1;ESSFwcp;IMA;SBSwk2;SWBmk,BAU;BBT;BOV;CAM;CAR;CCM;COC;CPK;ELV;EMR;EPM;ESM;FLV;FRR;HAF;HAP;HYP;KEM;KRT;LIP;MAP;MCP;MCR;MIR;MUF;MUU;NEL;NHR;NKM;NOH;NOM;NPK;NSH;NSM;NTU;PAT;PEF;PEL;QUH;RAP;SBP;SCM;SCU;SFH;SHR;SIU;SOM;SPK;SPM;SRH;STP;TEB;TEP;TUR;UCV;WMR,DAB;DCC;DCO;DFN;DHW;DJA;DKA;DKL;DMH;DMK;DOS;DPC;DPG;DQU;DRM;DSS;UNK,1;2;3;4;5;6;7;8;9,EKRD;CXRD;STRD;CKRD;SLRD;TNRD;NORD;CSRD;CBRD;MWRD;CCRD;KSRD;KBRD;BNRD;FFRD;PRRD;SKRD;NRRD;OSRD;FVRD,Stewart;Northern Rockies;Chetwynd;Mackenzie;Elkford;Kimberley;Hudsons Hope;Rossland;Tumbler Ridge;Sparwood,Terrestrial - Alpine: Alpine,Y,No New Actn,4,4,4,5,N,NA
2013,Salix bebbiana / Calamagrostis canadensis,Bebb's willow / bluejoint reedgrass,CEBC003045,G3,NA,S3,14/07/2004,14/07/2004,Blue,NA,NA,BGxw1/Ws03;SBSdk/Ws03,BAU;BUB;NAU;NEL;NEU;NIB;THB,DCS;DJA;DKA;DND;DQU;DSS;DVA,3;5;6;7,TNRD;CBRD;BNRD,Telkwa;Houston;Burns Lake;Vanderhoof;Kamloops;Merritt;Smithers,Wetland - Mineral: Wetland Swamp (Ws),NA,Monitor Trend,3,3,4,4,N,NA
2013,Salix brachycarpa / Festuca spp.,short-fruited willow / fescues,CEBC002057,GNR,NA,SNR,NA,NA,No Status,NA,NA,BAFA;ESSFdk;ESSFdv;ESSFwm;IMA,BBT;CCM;COC;CPK;ELV;EPM;FLV;LPR;MCR;NKM;SCM;SCR;SPK;SPM;UCV,DAB;DCO;DCS;DKL;DRM;DSQ;UNK,1;2;3;4;5;6;7;8;9,EKRD;CXRD;STRD;CKRD;SLRD;TNRD;NORD;CSRD;CBRD;MWRD;CCRD;KSRD;KBRD;BNRD;FFRD;PRRD;SKRD;NRRD;OSRD;FVRD,Stewart;Northern Rockies;Elkford;Kimberley;Tumbler Ridge;Sparwood,Terrestrial - Subalpine (shrub): Subalpine Shrub Carr (Sc),Y,Classification,Not Assessed,Not Assessed,Not Assessed,Not Assessed,N,NA
2013,Salix brachycarpa / Phleum alpinum,short-fruited willow / alpine timothy,CEBC002058,GNR,NA,SNR,NA,NA,No Status,NA,NA,BAFA;ESSFdk;ESSFdv;ESSFwm;IMA,BBT;CCM;COC;CPK;ELV;EPM;FLV;LPR;MCR;NKM;SCM;SCR;SPK;SPM;UCV,DAB;DCO;DCS;DKL;DRM;DSQ;UNK,1;2;3;4;5;6;7;8;9,EKRD;CXRD;STRD;CKRD;SLRD;TNRD;NORD;CSRD;CBRD;MWRD;CCRD;KSRD;KBRD;BNRD;FFRD;PRRD;SKRD;NRRD;OSRD;FVRD,Stewart;Northern Rockies;Elkford;Kimberley;Tumbler Ridge;Sparwood,Terrestrial - Subalpine (shrub): Subalpine Shrub Carr (Sc),Y,No New Actn,Not Assessed,Not Assessed,Not Assessed,Not Assessed,N,NA
2013,Salix cascadensis Dwarf Shrubland,Cascade willow Dwarf Shrubland,CEBC002059,GNR,NA,SNR,NA,NA,No Status,NA,NA,BAFA;CMA;ESSFdk;ESSFdv;ESSFwm;IMA;MHmmp,BBT;CCM;COC;CPK;CRU;ELV;EPM;FLV;HEL;KIM;KIR;LPR;MCR;MEM;NAM;NEU;NKM;SBR;SCM;SCR;SPK;SPM;UCV,DAB;DCO;DCS;DKL;DKM;DNC;DND;DNI;DRM;DSQ;DSS;UNK,1;2;3;4;5;6;7;8;9,EKRD;CVRD;RDN;ACRD;CXRD;STRD;PWRD;SCRD;CKRD;SLRD;TNRD;NORD;CSRD;CBRD;MWRD;CCRD;SQCRD;KSRD;KBRD;BNRD;FFRD;PRRD;SKRD;NRRD;OSRD;FVRD,Stewart;Whistler;Northern Rockies;Elkford;Kimberley;Tumbler Ridge;Sparwood,Terrestrial - Alpine: Alpine,Y,No New Actn,Not Assessed,Not Assessed,Not Assessed,Not Assessed,N,NA
2013,Salix drummondiana / Calamagrostis canadensis,Drummond's willow / bluejoint reedgrass,CEBC003063,G3,NA,S2S3,30/07/2004,30/07/2004,Blue,NA,NA,MSdk/Fl05;MSdm1/Fl05;MSmw2/Fl05;SBPSdc/Fl05;SBSdk/Fl05;SBSdw3/Fl05,BAU;BBT;BUB;CAB;CHP;COC;CPK;EKT;ELV;EPM;FLV;LPR;MCR;NAU;NEL;NEU;NOB;NOH;QUL;SCR;SFH;SPK;SPM;UCV;WCU,DAB;DCC;DCH;DCO;DCS;DJA;DND;DOS;DPG;DQU;DRM;DSQ;DSS;DVA,2;3;4;5;6;7;8,EKRD;SLRD;TNRD;CORD;NORD;CSRD;CBRD;KBRD;BNRD;FFRD;OSRD;FVRD,Telkwa;Fort St. James;Houston;Burns Lake;Fraser Lake;Vanderhoof;Elkford;Canal Flats;Prince George;Kimberley;Golden;Lake Country;Smithers;Sparwood,Terrestrial - Flood: Flood Lowbench (Fl),NA,Monitor Trend,3,4,6,3,N,NA
2013,Salix drummondiana / Carex rostrata,Drummond's willow / swollen beaked sedge,CEBC001039,G4,NA,SNR,NA,NA,No Status,NA,NA,SBPSmc,NAU;NEU;WCR;WCU,DCH;DND;DNI;DQU;DVA,5;6,CBRD;BNRD,NA,Wetland - Mineral: Wetland Swamp (Ws),P,Classification,Not Assessed,Not Assessed,Not Assessed,Not Assessed,N,NA
2013,Salix exigua - Salix amygdaloides,narrow-leaf willow - peach-leaf willow,C3B4CSESA1,G1Q,NA,S1,29/08/2006,21/06/2006,Red,NA,NA,BGxh1/00,NOB,DOS,8,OSRD,Lake Country,Terrestrial - Flood: Flood Lowbench (Fl),NA,Classification; Eco Protect; Eco Restore; Inventory; Plan; Private Land; Status Rpt,1,2,6,1,Y,NA
2013,Salix exigua Shrubland,narrow-leaf willow Shrubland,CEBC003064,G5,NA,S2,29/08/2006,29/08/2006,Red,NA,NA,BGxh3/Fl06;BGxw1/Fl06;BWBSmk/Fl06;SWBmk/Fl06,CAR;CLH;EMR;ESM;ETP;FNL;FRB;HAP;HYP;KEM;KRT;LIP;MAU;MUF;MUU;NIB;NOM;NSM;PAR;PEF;PEP;RAP;SBP;SCU;SIU;SOM;STP;TEB;TEP;THB;TLP;TUR;WMR,DCC;DCS;DFN;DJA;DKA;DMH;DMK;DPC;DSS,3;5;6;7;9,SLRD;TNRD;CBRD;KSRD;PRRD;SKRD;NRRD,Northern Rockies;Kamloops;Merritt,Terrestrial - Flood: Flood Lowbench (Fl),N,Eco Protect; Eco Restore; Inventory; Plan; Private Land; Status Rpt,2,5,6,2,Y,NA
2013,Salix glauca / moss,grey-leaved willow / moss,CEBC001040,G3?,NA,SNR,NA,NA,No Status,NA,NA,SBPSmc,NAU;NEU;WCR;WCU,DCH;DND;DNI;DQU;DVA,5;6,CBRD;BNRD,NA,Terrestrial - Subalpine (shrub): Subalpine Shrub Carr (Sc),P,Classification; Monitor Trend,3,3,6,3,N,NA
2013,Salix lasiandra var. lasiandra / Cornus stolonifera / Equisetum spp.,Pacific willow / red-osier dogwood / horsetails,CEBC003056,G2,NA,S2,14/07/2004,14/07/2004,Red,NA,NA,BWBSdk/Fl03;BWBSmk/Fl03,CAR;CLH;EMR;ETP;FNL;FRT;HAP;HYP;KEM;KLR;KRT;LIP;MAP;MAU;MUF;MUU;NOM;NSM;PAT;PEP;RAP;SBP;SCU;SIU;SOM;STH;STP;TAB;TAG;TEB;TEP;THH;TLP;TUR;WHU;WMR,DFN;DJA;DMK;DPC;DSS,6;7;9,KSRD;BNRD;PRRD;SKRD;NRRD,Northern Rockies,Terrestrial - Flood: Flood Lowbench (Fl),Y,Monitor Trend,2,2,6,3,N,NA
